Project,Test,assertion_roulette,conditional_test_logic,eager_test,fire_and_forget,indirect_testing,mystery_guest,resource_optimism,test_run_war,num_asserts,test_length
activiti-activiti,org.activiti.engine.test.db.MetaDataTest#testMetaData,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testCannotSuspendActiveProcessDefinition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testStartProcessInstanceForSuspendedProcessDefinition,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testQueryForActiveDefinitions,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testDelayedSuspendProcessDefinition,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,32.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testJobIsExecutedOnProcessDefinitionSuspend,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,12.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testSuspendActivateProcessDefinitionByKey,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testQueryForSuspendedDefinitions,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testDelayedActivateProcessDefinition,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,25.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testSuspendProcessInstancesDuringProcessDefinitionSuspend,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,32.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testSuspendMultipleProcessDefinitionsByKey,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,28.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testProcessDefinitionActiveByDefault,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testSuspendActivateProcessDefinitionById,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testContinueProcessAfterProcessDefinitionSuspend,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testCannotActivateActiveProcessDefinition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testDelayedSuspendProcessDefinitionIncludingProcessInstances,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,26.0,49.0
activiti-activiti,org.activiti.engine.test.api.repository.ProcessDefinitionSuspensionTest#testDelayedSuspendMultipleProcessDefinitionsByKey,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,42.0
activiti-activiti,org.activiti.examples.bpmn.shell.ShellTaskTest#testEchoShellWindows,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
activiti-activiti,org.activiti.examples.bpmn.shell.ShellTaskTest#testOsDetection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
activiti-activiti,org.activiti.examples.bpmn.shell.ShellTaskTest#testEchoShellLinux,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
activiti-activiti,org.activiti.examples.bpmn.shell.ShellTaskTest#testEchoShellMac,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
activiti-activiti,org.activiti.engine.test.bpmn.subprocess.transaction.TransactionSubProcessTest#testSimpleCaseTxCancelled,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,25.0
activiti-activiti,org.activiti.engine.test.bpmn.subprocess.transaction.TransactionSubProcessTest#testParseWithDI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0
activiti-activiti,org.activiti.engine.test.bpmn.subprocess.transaction.TransactionSubProcessTest#testMultipleCancelBoundaryFails,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0
activiti-activiti,org.activiti.engine.test.bpmn.subprocess.transaction.TransactionSubProcessTest#testNestedCancelInner,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,27.0
activiti-activiti,org.activiti.engine.test.bpmn.subprocess.transaction.TransactionSubProcessTest#testNestedCancelOuter,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,22.0
activiti-activiti,org.activiti.engine.test.bpmn.subprocess.transaction.TransactionSubProcessTest#testCancelBoundaryNoTransactionFails,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0
activiti-activiti,org.activiti.engine.test.bpmn.subprocess.transaction.TransactionSubProcessTest#testMultiInstanceTxSuccessful,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,17.0
activiti-activiti,org.activiti.engine.test.bpmn.subprocess.transaction.TransactionSubProcessTest#testCancelEndConcurrent,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,23.0
activiti-activiti,org.activiti.engine.test.bpmn.subprocess.transaction.TransactionSubProcessTest#testSimpleCaseTxSuccessful,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,25.0
activiti-activiti,org.activiti.engine.test.bpmn.subprocess.transaction.TransactionSubProcessTest#testMultiInstanceTx,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,13.0
activiti-activiti,org.activiti.engine.test.bpmn.subprocess.transaction.TransactionSubProcessTest#testCancelEndNoTransactionFails,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialSubProcessHistory,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,24.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialEmptyCollection,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelSubProcessWithTimer,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,14.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialMultiInstanceCallActivityWithErrorBoundaryEvent,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,16.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelUserTasksCompletionCondition,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelUserTasksHistory,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,24.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelSubProcessAllAutomaticCompletionCondition,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,14.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialServiceTaskWithClass,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParalellEmptyCollectionWithNonEmptyCollection,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedParallelSubProcess,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testEmptyCollectionOnSequentialEmbeddedSubprocess,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedSequentialSubProcess,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelCallActivityHistory,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,30.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialScriptTasks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testExecutionListenersOnMultiInstanceSubprocess,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedMultiInstanceTasks,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testEmptyCollectionOnParallelUserTask,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialServiceTaskWithClassAndCollection,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialCallActivity,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialUserTasksCompletionCondition,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelUserTasksExecutionAndTaskListeners,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelSubProcessHistory,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,14.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedSequentialSubProcessWithTimer,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,17.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelSubProcessAllAutomatic,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,14.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialScriptTasksHistory,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,16.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedParallelSubProcessWithTimer,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testInfiniteLoopWithDelegateExpressionFix,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelUserTasksBasedOnCollection,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,16.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelUserTasksCustomExtensions,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialUserTasksWithTimer,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParalellEmptyCollection,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedParallelUserTasks,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialUserTasks,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelScriptTasksCompletionConditionHistory,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelScriptTasksHistory,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedParallelCallActivityCompletionCondition,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,13.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialSubProcess,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelUserTasks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelAfterSequentialMultiInstance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testMultiInstanceCallActivityWithErrorBoundaryEvent,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,16.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelUserTasksWithTimer,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedSequentialCallActivity,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testZeroLoopCardinalityOnParallelUserTask,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialSubProcessWithTimer,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,16.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialUserTasksCustomExtensions,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelUserTasksCustomExtensionsLoopIndexVariable,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedParallelCallActivity,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testEndTimeOnMiSubprocess,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,48.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedParallelCallActivityWithTimer,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testEmptyCollectionOnParallelEmbeddedSubprocess,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testAct901,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,14.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testMultiInstanceParalelReceiveTaskWithTimer,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,14.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelScriptTasks,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialCallActivityWithList,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,23.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialSubProcessEndEvent,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialCallActivityWithTimer,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,16.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialSubprocessEmptyCollection,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelScriptTasksCompletionCondition,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testExecutionListenersOnMultiInstanceUserTask,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialScriptTasksCompletionCondition,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelSubProcessCompletionCondition,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,23.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedSequentialUserTasks,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialEmptyCollectionWithNonEmptyCollection,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testChangingCollection,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialSubProcessCompletionCondition,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelSubProcess,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelCallActivityWithTimer,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testSequentialUserTasksHistory,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,25.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testMultiInstanceSequentialReceiveTask,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,13.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testNestedSequentialCallActivityWithTimer,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,19.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testParallelCallActivity,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.multiinstance.MultiInstanceTest#testMultiInstanceParallelReceiveTask,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,12.0
activiti-activiti,org.activiti.examples.bpmn.event.error.BoundaryErrorEventTest#testReviewSalesLeadProcess,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,26.0
activiti-activiti,org.activiti.standalone.testing.ActivitiTestCaseTest#testSimpleProcess,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
activiti-activiti,org.activiti.engine.test.bpmn.usertask.TaskAssignmentCandidateTest#testCandidateGroups,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0
activiti-activiti,org.activiti.engine.test.jobexecutor.JobExecutorTest#testBasicJobExecutorOperation,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,31.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testMultipleValidConditions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testUnknownVariableInExpression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testDefaultSequenceFlow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testInvalidMethodExpression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testDecideBasedOnBeanProperty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testAsyncExclusiveGateway,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testMergingExclusiveGateway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testWhitespaceInExpression,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testDecideBasedOnListOrArrayOfBeans,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testExclusiveDirectlyToEnd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testDecideBasedOnBeanMethod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testSkipExpression,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testNoSequenceFlowSelected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testDivergingExclusiveGateway,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
activiti-activiti,org.activiti.engine.test.bpmn.gateway.ExclusiveGatewayTest#testInvalidProcessDefinition,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0
activiti-activiti,org.activiti.engine.test.api.task.TaskVariablesTest#testStandaloneTaskVariables,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0
activiti-activiti,org.activiti.engine.test.api.task.TaskVariablesTest#testGetVariablesLocalByTaskIdsForScope,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,25.0
activiti-activiti,org.activiti.engine.test.api.task.TaskVariablesTest#testTaskExecutionVariables,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0
activiti-activiti,org.activiti.engine.test.api.task.TaskVariablesTest#testSerializableTaskVariable,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
activiti-activiti,org.activiti.engine.test.api.task.TaskVariablesTest#testGetVariablesLocalByTaskIds,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0
activiti-activiti,org.activiti.engine.test.api.task.TaskVariablesTest#testGetVariablesLocalByTaskIdsForSerializableType,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0
activiti-activiti,org.activiti.engine.test.bpmn.event.message.MessageNonInterruptingBoundaryEventTest#testSingleNonInterruptingBoundaryMessageEvent,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,46.0
activiti-activiti,org.activiti.engine.test.api.history.NonCascadeDeleteTest#testHistoricProcessInstanceQuery,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,16.0
activiti-activiti,org.activiti.standalone.deploy.CustomDeploymentCacheTest#testCustomDeploymentCacheUsed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0
activiti-activiti,org.activiti.engine.test.bpmn.java.EventJavaTest#testStartEventWithExecutionListener,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0
activiti-activiti,org.activiti.standalone.cfg.CustomMybatisMapperTest#testFetchTaskWithSpecificVariable,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0
activiti-activiti,org.activiti.standalone.cfg.CustomMybatisMapperTest#testSelectTaskColumns,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0
activiti-activiti,org.activiti.standalone.deploy.DeploymentCacheLimitTest#testDeploymentCacheLimit,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0
activiti-activiti,org.activiti.engine.impl.persistence.entity.integration.IntegrationContextManagerImplTest#getDataManagerShouldReturnIntegrationContextDataManager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
activiti-activiti,org.activiti.engine.impl.persistence.entity.integration.IntegrationContextManagerImplTest#findByIdShouldReturnResultFromDataManager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
activiti-activiti,org.activiti.engine.impl.cmd.integration.DeleteIntegrationContextCmdTest#executeShouldDeleteIntegrationContext,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0
activiti-activiti,org.activiti.engine.test.history.HistoricTaskInstanceTest#testHistoricTaskInstanceQuerySorting,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,29.0
activiti-activiti,org.activiti.engine.test.history.HistoricTaskInstanceTest#testHistoricTaskInstanceQuery,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,69.0,102.0
activiti-activiti,org.activiti.engine.test.history.HistoricTaskInstanceTest#testDeleteHistoricTaskInstance,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
activiti-activiti,org.activiti.engine.test.history.HistoricTaskInstanceTest#testHistoricIdentityLinksOnTask,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,45.0
activiti-activiti,org.activiti.engine.test.history.HistoricTaskInstanceTest#testInvalidSorting,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
activiti-activiti,org.activiti.engine.test.history.HistoricTaskInstanceTest#testHistoricTaskInstanceQueryProcessFinished,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,13.0
